mapping, replan, sfc, mpc, 
0, 0.000127, 0.301862, 2.81799, 
0, 5.9e-05, 0.311452, 4.90568, 
0, 0.000231, 0.322633, 3.70958, 
0, 0.000149, 0.457489, 4.95271, 
1.39223, 0.000191, 0.103204, 1.14429, 
0, 0.000318, 0.585066, 3.67314, 
0, 6.1e-05, 0.30113, 3.67266, 
0, 6.1e-05, 0.265512, 2.44156, 
0, 5.1e-05, 0.264029, 2.72593, 
1.51159, 0.000225, 0.284813, 4.29425, 
0, 0.00016, 0.288457, 3.61592, 
0, 0.000142, 0.272953, 3.39817, 
0, 0.000167, 0.253118, 3.99092, 
0, 0.004909, 0.314729, 3.28594, 
1.19791, 6.2e-05, 0.262598, 3.57301, 
0, 0.000215, 0.271236, 2.50529, 
0, 0.000159, 0.291492, 1.95952, 
0, 0.000168, 0.378814, 3.46083, 
0, 0.000151, 0.338276, 3.70116, 
1.54938, 0.000225, 0.356811, 2.27872, 
0, 0.000131, 0.281135, 2.06258, 
0, 6.2e-05, 0.282652, 3.02759, 
0, 0.000204, 0.323755, 4.24012, 
0, 3.7e-05, 0.407939, 2.36443, 
1.53145, 0.000335, 0.816503, 3.79381, 
0, 0.000185, 0.290239, 2.06868, 
0, 6.1e-05, 0.375102, 2.26299, 
0, 9e-05, 0.374183, 2.2779, 
0, 0.000145, 0.390722, 4.40842, 
1.28452, 0.000257, 0.311027, 3.28698, 
0, 0.000209, 0.340999, 2.21007, 
0, 0.000123, 0.343813, 2.15316, 
0, 0.000267, 0.511817, 3.05629, 
0, 0.000127, 0.341595, 3.79532, 
1.30413, 0.000123, 0.308174, 4.26974, 
0, 0.000262, 0.392492, 2.53479, 
0, 0.000316, 0.415621, 3.19006, 
0, 0.000145, 0.535793, 2.56299, 
0, 0.000155, 0.293802, 1.8891, 
1.6719, 6.4e-05, 0.311787, 2.2351, 
0, 0.000155, 0.390771, 2.2427, 
0, 5e-05, 0.400286, 2.18999, 
0, 0.000453, 0.351108, 2.46628, 
0, 0.000162, 0.254356, 2.26038, 
1.06478, 0.000119, 0.232761, 1.8789, 
0, 0.000224, 0.225491, 1.87496, 
0, 0.000267, 0.275162, 2.23032, 
0, 0.000125, 0.236973, 2.13922, 
0, 0.000168, 0.272645, 1.91448, 
1.54304, 0.000141, 0.224563, 1.95952, 
0, 0.000185, 0.196969, 1.88113, 
0, 0.00021, 0.35445, 2.1314, 
0, 0.000179, 0.299553, 2.30882, 
0, 5e-05, 0.257649, 1.91778, 
1.86223, 4.8e-05, 0.210723, 1.91447, 
0, 0.000149, 0.261115, 2.20659, 
0, 0.000211, 0.341496, 2.09833, 
0, 0.000476, 0.521261, 2.66495, 
0, 4.6e-05, 0.311868, 2.09726, 
1.36243, 0.000162, 0.369455, 2.32227, 
0, 0.000184, 0.308927, 2.26492, 
0, 0.000127, 0.354923, 2.50967, 
0, 0.000139, 0.508144, 3.20241, 
0, 0.000186, 0.340014, 2.56265, 
1.75911, 0.00027, 0.358598, 2.39267, 
0, 0.000178, 0.338551, 2.36082, 
0, 4.9e-05, 0.362381, 2.30246, 
0, 0.000249, 0.599106, 2.87994, 
0, 0.000172, 0.332511, 4.31892, 
1.54745, 0.366343, 0.465058, 2.73746, 
0, 0.000221, 0.617756, 3.65415, 
0, 0.000271, 0.386531, 2.83723, 
0, 4.3e-05, 0.410235, 2.4188, 
0, 7.9e-05, 0.436437, 2.63687, 
1.62014, 0.000145, 0.412392, 2.72451, 
0, 0.000279, 0.421726, 3.02178, 
0, 0.000176, 0.36622, 4.04985, 
0, 0.000186, 0.507133, 4.81989, 
0, 4.9e-05, 0.322089, 3.31367, 
2.18797, 0.344063, 0.27867, 3.28261, 
0, 0.00019, 0.324426, 2.7908, 
0, 0.000126, 0.252235, 2.32742, 
0, 0.00015, 0.267842, 2.58838, 
0, 0.000198, 0.265458, 2.52163, 
2.43745, 0.000183, 0.248029, 2.35268, 
0, 0.000205, 0.255263, 2.42016, 
0, 0.000175, 0.262149, 2.63048, 
0, 5.1e-05, 0.313924, 2.65895, 
0, 0.000144, 0.264215, 2.59834, 
3.51566, 0.00014, 0.251962, 2.36669, 
0, 0.000227, 0.310076, 2.61967, 
0, 5.5e-05, 0.243236, 2.22676, 
0, 0.000149, 0.247859, 2.48796, 
0, 3.6e-05, 0.239575, 2.3358, 
2.62753, 0.000156, 0.245582, 2.2058, 
0, 0.000212, 0.278858, 2.24554, 
0, 0.000174, 0.242731, 2.50175, 
0, 0.000265, 0.298508, 2.10808, 
0, 0.000195, 0.261614, 2.31482, 
1.62411, 5.7e-05, 0.235169, 2.16308, 
0, 7.2e-05, 0.312226, 2.68361, 
0, 0.000172, 0.308201, 2.27572, 
0, 0.00056, 0.262186, 2.22397, 
0, 0.000151, 0.246337, 2.30896, 
0, 0.00014, 0.241535, 2.42751, 
1.91775, 0.000224, 0.244018, 2.1766, 
0, 0.000308, 0.321774, 2.58637, 
0, 6.7e-05, 0.226748, 2.26648, 
0, 0.000157, 0.325, 2.58614, 
1.85568, 5.5e-05, 0.254121, 2.26593, 
0, 5.5e-05, 0.239627, 2.17843, 
0, 3.7e-05, 0.291295, 3.4504, 
0, 6.9e-05, 0.270154, 2.53518, 
0, 0.00014, 0.276706, 2.38294, 
1.94988, 5.9e-05, 0.329786, 2.35312, 
0, 0.000165, 0.253935, 2.70229, 
0, 0.000278, 0.302951, 2.44445, 
0, 0.000152, 0.361064, 2.76208, 
0, 0.000207, 0.236695, 2.26627, 
1.40188, 0.000195, 0.278344, 2.39814, 
0, 6e-05, 0.248648, 2.37702, 
0, 0.000208, 0.334398, 2.75359, 
0, 0.000281, 0.604116, 2.64878, 
0, 0.000167, 0.299106, 2.48784, 
2.12112, 6.9e-05, 0.313962, 2.60356, 
0, 0.000213, 0.29352, 2.56532, 
0, 0.000152, 0.258253, 2.66107, 
0, 0.000152, 0.292596, 2.4321, 
0, 0.000131, 0.336417, 3.0031, 
1.75258, 0.000129, 0.299367, 2.57527, 
0, 0.00021, 0.279731, 2.55488, 
0, 0.000146, 0.335335, 3.12995, 
0, 0.000208, 0.325709, 2.61857, 
0, 0.000139, 0.439978, 3.4515, 
2.68995, 0.00019, 0.271193, 2.38094, 
0, 0.000181, 0.277523, 2.52259, 
0, 0.000151, 0.293853, 2.73103, 
0, 3.4e-05, 0.254332, 2.417, 
0, 0.000171, 0.2625, 2.49473, 
1.96671, 0.000129, 0.236415, 2.30279, 
0, 0.000497, 0.337012, 2.51227, 
0, 3.6e-05, 0.264763, 3.69995, 
0, 0.001059, 0.394184, 2.64307, 
0, 0.000263, 0.242923, 2.30985, 
1.35888, 9.6e-05, 0.291762, 2.32111, 
0, 0.000176, 0.498581, 2.41809, 
0, 6.2e-05, 0.300472, 2.43583, 
0, 0.001025, 0.496573, 2.78542, 
0, 0.000146, 0.246306, 2.28903, 
1.42115, 4.6e-05, 0.281415, 2.31632, 
0, 0.000335, 0.266221, 2.40452, 
0, 0.000335, 0.259092, 2.36939, 
0, 0.000358, 0.302127, 2.57731, 
0, 0.000147, 0.273773, 2.57713, 
1.501, 9.8e-05, 0.334074, 2.85591, 
0, 0.000196, 0.282556, 2.49886, 
0, 0.000469, 0.347688, 2.61583, 
0, 6.7e-05, 0.25162, 2.43545, 
0, 0.000221, 0.342735, 2.80827, 
2.36999, 5.9e-05, 0.251223, 2.24126, 
0, 0.000318, 0.259437, 2.34815, 
0, 0.000177, 0.255353, 2.46055, 
0, 0.00026, 0.297252, 2.37612, 
0, 0.000174, 0.27767, 2.47203, 
1.77556, 0.000147, 0.26239, 2.33391, 
0, 0.000364, 0.328675, 2.47208, 
0, 0.000191, 0.257864, 2.40105, 
0, 0.000192, 0.364665, 2.91935, 
0, 0.000184, 0.249601, 2.39314, 
1.69025, 6.3e-05, 0.264885, 2.50284, 
0, 0.000197, 0.336742, 2.55509, 
0, 0.000214, 0.296549, 2.72274, 
0, 0.000197, 0.312817, 2.42804, 
0, 0.00015, 0.266851, 2.72155, 
1.86524, 6.1e-05, 0.269699, 2.40374, 
0, 0.000225, 0.278729, 2.45626, 
0, 0.000153, 0.307746, 2.48452, 
0, 0.000319, 0.355123, 2.75599, 
0, 6.4e-05, 0.286702, 2.50644, 
1.52514, 5e-05, 0.295673, 2.47523, 
0, 0.000157, 0.243116, 2.49865, 
0, 6.2e-05, 0.268747, 2.52091, 
0, 0.000497, 0.407232, 2.63712, 
0, 0.000143, 0.242621, 2.38877, 
1.66804, 0.000157, 0.366863, 2.64917, 
0, 0.000313, 0.270517, 2.27823, 
0, 7.8e-05, 0.284292, 2.49908, 
0, 0.000251, 0.342938, 2.80899, 
0, 7.6e-05, 0.243793, 2.25527, 
1.31507, 6e-05, 0.371474, 2.84502, 
0, 0.00029, 0.353864, 2.95018, 
0, 0.000214, 0.257454, 2.44175, 
0, 0.000199, 0.343906, 2.78046, 
0, 0.000183, 0.311026, 2.64756, 
1.37235, 0.000147, 0.304865, 2.94389, 
0, 0.000163, 0.240133, 2.49857, 
0, 0.000194, 0.28087, 2.70185, 
0, 0.000176, 0.375365, 3.14079, 
0, 0.000375, 0.390235, 2.89674, 
1.40024, 6.8e-05, 0.272147, 2.47062, 
0, 7.8e-05, 0.261189, 2.46228, 
0, 0.000168, 0.5026, 2.8483, 
0, 0.000157, 0.288113, 2.49958, 
0, 5.8e-05, 0.331949, 2.62345, 
1.8383, 0.000107, 0.273881, 2.52503, 
0, 0.000395, 0.32651, 2.5851, 
0, 0.000253, 0.287241, 2.61335, 
0, 0.00049, 0.411511, 3.0796, 
0, 0.000274, 0.29281, 2.64942, 
0, 0.000557, 0.127078, 2.08558, 
2.55586, 0.00015, 0.288382, 2.75392, 
0, 0.000137, 0.321268, 2.65513, 
0, 0.000164, 0.347479, 2.67835, 
0, 0.000137, 0.269495, 2.57183, 
1.96759, 0.000411, 0.389824, 2.68501, 
0, 0.000174, 0.261017, 2.69644, 
0, 0.000229, 0.264648, 2.80893, 
0, 0.000124, 0.296037, 2.89633, 
0, 0.000172, 0.25321, 2.46006, 
1.69937, 0.000131, 0.264079, 2.85392, 
0, 0.000241, 0.412029, 2.72952, 
0, 0.000174, 0.330027, 2.89503, 
0, 0.000337, 0.425854, 2.62508, 
0, 0.000209, 0.353563, 2.85237, 
1.64707, 0.000181, 0.236808, 2.13464, 
0, 0.000249, 0.266027, 2.29815, 
0, 0.000188, 0.317988, 2.59112, 
0, 0.000192, 0.357889, 2.36965, 
0, 0.000126, 0.237369, 2.32211, 
2.22834, 0.000152, 0.241565, 2.37485, 
0, 9.2e-05, 0.264541, 2.81257, 
0, 0.000318, 0.328081, 2.62224, 
0, 0.000359, 0.399543, 2.76316, 
0, 0.00013, 0.268211, 2.51207, 
2.15884, 0.00023, 0.251242, 2.15358, 
0, 0.000156, 0.252486, 2.13874, 
0, 3.5e-05, 0.257142, 2.29169, 
0, 0.000144, 0.239509, 2.08116, 
0, 0.000159, 0.221292, 2.24917, 
1.65163, 8.1e-05, 0.243414, 2.35257, 
0, 0.000143, 0.309932, 2.35376, 
0, 0.000372, 0.330346, 2.31478, 
0, 0.000191, 0.247992, 2.19055, 
0, 0.000146, 0.241026, 2.2623, 
2.15034, 0.000208, 0.238183, 2.21954, 
0, 0.00015, 0.260117, 2.23497, 
0, 4.2e-05, 0.234555, 2.03537, 
0, 0.000153, 0.245275, 2.12135, 
0, 0.000169, 0.247507, 2.15324, 
2.13121, 0.000172, 0.247752, 2.18776, 
0, 5.4e-05, 0.242103, 2.19321, 
0, 0.000155, 0.224297, 2.05948, 
0, 0.000149, 0.231166, 2.10366, 
0, 0.000147, 0.236935, 2.12931, 
1.85774, 0.000179, 0.254669, 2.43344, 
0, 6.1e-05, 0.231526, 2.15909, 
0, 0.000174, 0.330184, 2.30819, 
0, 0.000247, 0.267303, 2.15292, 
0, 0.000137, 0.226638, 2.12161, 
1.35317, 0.000149, 0.257796, 2.35576, 
0, 6.7e-05, 0.251902, 2.35659, 
0, 0.000275, 0.27787, 2.27375, 
0, 0.000148, 0.284053, 2.3755, 
0, 0.000215, 0.316431, 2.89132, 
1.78033, 7e-05, 0.225718, 2.13723, 
0, 0.000178, 0.255683, 2.19329, 
0, 0.000393, 0.242614, 2.20851, 
0, 0.000198, 0.321268, 2.99526, 
0, 6.2e-05, 0.253942, 2.35961, 
1.20649, 0.000126, 0.234507, 2.2649, 
0, 2.8e-05, 0.276147, 2.20243, 
0, 0.000203, 0.263348, 2.3977, 
0, 3.2e-05, 0.237652, 2.21466, 
0, 0.000217, 0.252719, 2.19309, 
1.18164, 0.000131, 0.245799, 2.16488, 
0, 6.4e-05, 0.209266, 2.02111, 
0, 5.6e-05, 0.225516, 2.10084, 
0, 0.000127, 0.228035, 2.03024, 
0, 0.000148, 0.224941, 2.01814, 
1.16118, 0.000137, 0.241311, 2.14024, 
0, 9.1e-05, 0.306428, 2.44657, 
0, 4.1e-05, 0.341832, 2.58483, 
0, 6e-05, 0.218879, 2.11453, 
0, 0.000128, 0.275787, 2.28973, 
1.19285, 0.000152, 0.235021, 2.06215, 
0, 6.6e-05, 0.228791, 1.94492, 
0, 5.2e-05, 0.247215, 2.02621, 
0, 6.1e-05, 0.23266, 2.12018, 
0, 0.000177, 0.217546, 1.9952, 
1.20159, 0.00021, 0.228436, 2.17946, 
0, 6.2e-05, 0.249805, 2.15285, 
0, 7.9e-05, 0.237026, 2.17758, 
0, 0.000168, 0.21811, 2.02901, 
0, 4.6e-05, 0.250846, 2.2136, 
1.54982, 0.00014, 0.283304, 2.34396, 
0, 0.00015, 0.266333, 2.35255, 
0, 0.000321, 0.319514, 2.34564, 
0, 0.000209, 0.262831, 2.35486, 
0, 0.000112, 0.270549, 2.33578, 
1.244, 0.000103, 0.255034, 2.57747, 
0, 6.8e-05, 0.304828, 2.40318, 
0, 0.000154, 0.282932, 2.46797, 
0, 0.000124, 0.243682, 2.16821, 
0, 0.000176, 0.249404, 2.263, 
1.17718, 0.000198, 0.342717, 2.4415, 
0, 0.000201, 0.256295, 2.30422, 
0, 5.4e-05, 0.251282, 2.04328, 
0, 5e-05, 0.214368, 1.97678, 
0, 5.6e-05, 0.206666, 1.9865, 
1.30722, 0.000149, 0.219129, 2.17922, 
0, 0.000152, 0.221905, 2.28415, 
0, 0.000267, 0.332859, 2.43051, 
0, 4.3e-05, 0.217836, 2.05575, 
0, 4.9e-05, 0.212265, 2.26136, 
1.78704, 5.9e-05, 0.217761, 2.03373, 
0, 4.2e-05, 0.213959, 2.05442, 
0, 3.4e-05, 0.231094, 2.09759, 
0, 0.000131, 0.218952, 2.04269, 
0, 0.000209, 0.219449, 2.17944, 
1.20539, 0.000246, 0.233555, 2.10263, 
0, 3.8e-05, 0.232701, 2.26321, 
0, 0.000131, 0.231637, 2.21682, 
0, 8.5e-05, 0.230302, 2.20794, 
0, 0.000173, 0.232594, 2.19921, 
1.32126, 0.000156, 0.249324, 2.37649, 
0, 3.6e-05, 0.227608, 2.49701, 
0, 5.8e-05, 0.242252, 2.13042, 
0, 4.7e-05, 0.237804, 2.29158, 
0, 3.4e-05, 0.231017, 2.26796, 
1.449, 0.000205, 0.298327, 2.5328, 
0, 6.4e-05, 0.382219, 3.1489, 
0, 7.6e-05, 0.30355, 2.5874, 
0, 0.000143, 0.245705, 2.44648, 
0, 8.1e-05, 0.268236, 2.48306, 
1.24478, 6.9e-05, 0.28466, 2.64581, 
0, 0.000213, 0.262918, 2.51964, 
0, 7.4e-05, 0.323369, 2.64802, 
0, 5.9e-05, 0.255151, 2.44638, 
0, 0.0004, 0.409067, 2.79759, 
1.17973, 0.000151, 0.29209, 2.71233, 
0, 0.000164, 0.264873, 2.52722, 
0, 0.000153, 0.261115, 2.39548, 
0, 0.000151, 0.245779, 2.31949, 
0, 0.000146, 0.245523, 2.3485, 
2.22401, 0.000179, 0.338277, 2.35741, 
0, 5.5e-05, 0.244382, 2.18509, 
0, 0.000128, 0.24789, 2.3185, 
0, 0.000241, 0.239679, 2.28199, 
0, 6.2e-05, 0.251244, 2.36739, 
1.17492, 8.4e-05, 0.307261, 2.42235, 
0, 7.3e-05, 0.270118, 2.45126, 
0, 0.000229, 0.239556, 2.2624, 
0, 0.000161, 0.246213, 2.2744, 
0, 5.5e-05, 0.429346, 3.79184, 
0, 0.000181, 0.241905, 2.34583, 
1.18898, 0.00014, 0.240835, 2.29573, 
0, 0.000206, 0.259811, 2.3592, 
0, 0.000178, 0.254739, 2.44291, 
0, 4.3e-05, 0.255832, 2.37046, 
1.21254, 0.000166, 0.272327, 2.357, 
0, 0.00017, 0.245452, 2.27133, 
0, 6e-05, 0.226978, 2.21139, 
0, 0.000132, 0.256008, 2.7054, 
0, 4e-05, 0.356837, 2.5939, 
1.40812, 0.000143, 0.2434, 2.41751, 
0, 0.000189, 0.286796, 2.26435, 
0, 0.000171, 0.280678, 2.55114, 
0, 6.7e-05, 0.245569, 2.0768, 
0, 5.4e-05, 0.229282, 2.22892, 
1.21717, 0.000169, 0.26734, 2.39542, 
0, 9.2e-05, 0.259588, 2.35144, 
0, 0.000132, 0.231897, 2.12589, 
0, 0.000184, 0.269196, 2.23786, 
0, 0.000126, 0.229156, 2.17979, 
1.14505, 0.000173, 0.236086, 2.25714, 
0, 0.000142, 0.224774, 2.18365, 
0, 0.000405, 0.333147, 2.40655, 
0, 0.000136, 0.249885, 2.08413, 
0, 0.00022, 0.23032, 2.23867, 
0, 0.000148, 0.23411, 2.85669, 
2.08239, 0.000132, 0.270737, 2.27584, 
0, 3.6e-05, 0.302373, 2.43714, 
0, 3.5e-05, 0.228351, 2.08587, 
0, 0.000191, 0.230812, 2.15339, 
1.02762, 0.00015, 0.25223, 2.50077, 
0, 0.000224, 0.300471, 2.71549, 
0, 0.000198, 0.301839, 2.15868, 
0, 0.000162, 0.230946, 2.13849, 
0, 0.000226, 0.273287, 2.23074, 
0, 0.000227, 0.233612, 2.32846, 
1.15619, 0.000145, 0.23135, 2.30929, 
0, 0.000276, 0.32164, 2.44041, 
0, 0.00016, 0.274576, 2.34993, 
0, 0.000177, 0.233787, 2.39324, 
1.0314, 0.000163, 0.257772, 2.33915, 
0, 0.000122, 0.246405, 2.33558, 
0, 0.000232, 0.294429, 2.53871, 
0, 0.000144, 0.247858, 2.18137, 
0, 0.000218, 0.234105, 2.32936, 
1.14171, 0.00013, 0.270075, 2.48759, 
0, 7.1e-05, 0.260354, 2.48119, 
0, 6.3e-05, 0.29256, 2.72155, 
0, 4.4e-05, 0.25923, 2.47668, 
0, 0.000166, 0.237258, 2.35505, 
1.13929, 0.000259, 0.236188, 2.18397, 
0, 0.000454, 0.356475, 3.50081, 
0, 0.000183, 0.296307, 2.32608, 
0, 0.000175, 0.302103, 2.27872, 
0, 0.00016, 0.246328, 2.20282, 
1.05537, 0.000182, 0.253585, 2.30771, 
0, 5.3e-05, 0.232122, 2.27664, 
0, 0.000161, 0.228882, 2.14952, 
0, 0.000149, 0.256993, 2.19127, 
0, 0.000123, 0.250524, 2.25221, 
0.962582, 0.000169, 0.210202, 2.16493, 
0, 0.000243, 0.261044, 2.23708, 
0, 0.000159, 0.270236, 2.35974, 
0, 0.000196, 0.231106, 2.19781, 
0, 3.4e-05, 0.259193, 2.24295, 
1.14403, 0.00014, 0.275113, 2.19893, 
0, 5.5e-05, 0.239781, 2.28691, 
0, 4.9e-05, 0.295465, 2.21503, 
0, 4.7e-05, 0.214611, 2.27453, 
0, 0.000156, 0.285139, 2.46474, 
1.14736, 5.7e-05, 0.264308, 2.42174, 
0, 0.000156, 0.252317, 2.26415, 
0, 6.4e-05, 0.230144, 2.28328, 
0, 4.1e-05, 0.231764, 2.40853, 
1.14552, 0.00024, 0.237117, 2.40001, 
0, 0.000137, 0.235944, 2.28397, 
0, 3.3e-05, 0.227825, 2.23124, 
0, 0.000138, 0.333958, 2.2655, 
0, 0.000156, 0.269725, 2.73651, 
0, 0.000143, 0.25256, 2.38291, 
1.46017, 0.000153, 0.25037, 2.46474, 
0, 0.000177, 0.258274, 2.37209, 
0, 5.6e-05, 0.263856, 2.42741, 
0, 5.9e-05, 0.272592, 2.41176, 
0, 0.000164, 0.232724, 2.31915, 
1.42118, 5.5e-05, 0.243143, 2.25734, 
0, 0.000143, 0.267316, 2.53597, 
0, 0.000139, 0.271002, 2.38808, 
0, 0.000119, 0.269834, 2.53187, 
0, 0.00015, 0.255385, 2.36429, 
1.95188, 0.00023, 0.263979, 2.50855, 
0, 5.2e-05, 0.265137, 2.39244, 
0, 0.000236, 0.282564, 2.64002, 
0, 6.7e-05, 0.345844, 2.56133, 
0, 0.000192, 0.497331, 2.52696, 
2.11177, 0.000162, 0.277395, 2.27318, 
0, 0.000149, 0.24312, 2.26836, 
0, 3.5e-05, 0.395122, 2.33574, 
0, 0.000149, 0.270187, 2.45677, 
0, 0.0002, 0.407837, 2.4595, 
1.33587, 0.000141, 0.273649, 2.31737, 
0, 0.000147, 0.230215, 2.43559, 
0, 0.000292, 0.327893, 2.55925, 
0, 0.000146, 0.244054, 2.39232, 
0, 5.4e-05, 0.263396, 2.34295, 
1.45257, 0.000174, 0.32339, 2.38461, 
0, 5.9e-05, 0.226517, 2.32247, 
0, 0.00023, 0.332066, 2.56882, 
0, 0.000193, 0.257073, 2.38117, 
0, 6.4e-05, 0.245216, 2.29931, 
1.53435, 0.000134, 0.245922, 2.42013, 
0, 0.000148, 0.271454, 2.45736, 
0, 5.7e-05, 0.246809, 2.71487, 
0, 5.6e-05, 0.24507, 2.32928, 
1.2517, 6e-05, 0.266662, 2.66114, 
0, 0.000159, 0.262205, 2.41884, 
0, 6.7e-05, 0.25934, 2.37654, 
0, 5e-05, 0.295523, 2.90301, 
0, 0.000143, 0.252398, 2.41504, 
0, 0.000129, 0.270051, 2.53991, 
1.14523, 0.000164, 0.289187, 2.44544, 
0, 0.000147, 0.235303, 2.20201, 
0, 0.000122, 0.232718, 2.21229, 
0, 4e-05, 0.241592, 2.28905, 
0, 0.000215, 0.236716, 2.26068, 
1.82335, 0.000173, 0.263772, 2.35756, 
0, 0.000177, 0.250959, 2.3974, 
0, 0.00015, 0.324099, 3.0993, 
0, 0.000162, 0.246502, 2.60684, 
0, 0.000268, 0.317256, 2.78811, 
1.14481, 0.000201, 0.24459, 2.72459, 
0, 0.000143, 0.276471, 2.25337, 
0, 0.000145, 0.257356, 2.87763, 
0, 0.000169, 0.321354, 2.50816, 
0, 0.000225, 0.283869, 2.54205, 
1.39479, 5.2e-05, 0.254095, 2.43709, 
0, 0.000155, 0.261879, 2.44332, 
0, 0.000338, 0.310791, 2.58483, 
0, 0.000243, 0.347929, 2.42519, 
0, 0.000262, 0.311371, 2.63583, 
1.27626, 5.9e-05, 0.241902, 2.76787, 
0, 0.000167, 0.281629, 2.4791, 
0, 7.1e-05, 0.25911, 2.29871, 
0, 0.000224, 0.53825, 5.86927, 
0, 0.000199, 0.548269, 3.72155, 
1.30735, 6.3e-05, 0.267586, 2.42701, 
0, 4.8e-05, 0.301956, 2.44359, 
0, 0.000238, 0.243138, 2.30471, 
0, 0.000128, 0.31402, 2.31666, 
0, 0.000228, 0.277213, 2.48398, 
1.3177, 0.000199, 0.390676, 2.87047, 
0, 0.000205, 0.258187, 2.59312, 
0, 0.000221, 0.263004, 2.31895, 
0, 0.000183, 0.255533, 2.38657, 
0, 0.00021, 0.34328, 2.77576, 
1.05334, 0.000237, 0.239173, 2.26883, 
0, 0.000292, 0.277327, 2.26907, 
0, 0.000188, 0.241598, 3.31066, 
0, 0.00016, 0.286725, 2.68741, 
0, 0.000149, 0.255316, 2.33645, 
1.45029, 6.2e-05, 0.321636, 2.78322, 
0, 8.6e-05, 0.324297, 2.57676, 
0, 0.000217, 0.258274, 2.41071, 
0, 0.000139, 0.271833, 2.53184, 
0, 0.000273, 0.327488, 3.09884, 
1.54392, 0.000115, 0.271442, 2.70893, 
